"filename", "language", "JSON", "JavaScript", "Markdown", "JSON with Comments", "JavaScript JSX", "XML", "CSS", "comment", "blank", "total"
"/home/lukachikvaidze/projects/sheuketee/src/routes/setup/xelosani/steps.json", "JSON", 42, 0, 0, 0, 0, 0, 0, 0, 1, 43
"/home/lukachikvaidze/projects/sheuketee/src/routes/talent/(Talent).jsx", "JavaScript JSX", 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
"/home/lukachikvaidze/projects/sheuketee/src/routes/work/(Work).jsx", "JavaScript JSX", 0, 0, 0, 0, 27, 0, 0, 0, 4, 31
"/home/lukachikvaidze/projects/sheuketee/src/routes/work/components/Jobs.jsx", "JavaScript JSX", 0, 0, 0, 0, 151, 0, 0, 2, 3, 156
"/home/lukachikvaidze/projects/sheuketee/src/routes/work/components/Map.jsx", "JavaScript JSX", 0, 0, 0, 0, 7, 0, 0, 0, 0, 7
"/home/lukachikvaidze/projects/sheuketee/src/routes/work/components/Paginate.jsx", "JavaScript JSX", 0, 0, 0, 0, 24, 0, 0, 0, 2, 26
"/home/lukachikvaidze/projects/sheuketee/src/routes/work/components/SearchWork.jsx", "JavaScript JSX", 0, 0, 0, 0, 11, 0, 0, 0, 1, 12
"/home/lukachikvaidze/projects/sheuketee/src/routes/work/components/filter-comps/JobType.jsx", "JavaScript JSX", 0, 0, 0, 0, 49, 0, 0, 0, 1, 50
"/home/lukachikvaidze/projects/sheuketee/src/routes/work/components/filter-comps/Location.jsx", "JavaScript JSX", 0, 0, 0, 0, 87, 0, 0, 0, 3, 90
"/home/lukachikvaidze/projects/sheuketee/src/routes/work/components/filter-comps/Pay.jsx", "JavaScript JSX", 0, 0, 0, 0, 11, 0, 0, 0, 0, 11
"/home/lukachikvaidze/projects/sheuketee/src/routes/work/components/filter-comps/Sort.jsx", "JavaScript JSX", 0, 0, 0, 0, 10, 0, 0, 0, 0, 10
"/home/lukachikvaidze/projects/sheuketee/src/routes/work/components/scrollbar.css", "CSS", 0, 0, 0, 0, 0, 0, 15, 0, 3, 18
"/home/lukachikvaidze/projects/sheuketee/src/routes/xelosani/[id]/(Xelosani).jsx", "JavaScript JSX", 0, 0, 0, 0, 220, 0, 0, 0, 7, 227
"/home/lukachikvaidze/projects/sheuketee/src/routes/xelosani/[id]/ProfileLeft.jsx", "JavaScript JSX", 0, 0, 0, 0, 576, 0, 0, 0, 21, 597
"/home/lukachikvaidze/projects/sheuketee/src/routes/xelosani/[id]/ProfileRight.jsx", "JavaScript JSX", 0, 0, 0, 0, 109, 0, 0, 0, 6, 115
"/home/lukachikvaidze/projects/sheuketee/src/routes/xelosani/[id]/Services.jsx", "JavaScript JSX", 0, 0, 0, 0, 114, 0, 0, 0, 6, 120
"/home/lukachikvaidze/projects/sheuketee/src/routes/xelosani/[id]/SkillCarousel.jsx", "JavaScript JSX", 0, 0, 0, 0, 52, 0, 0, 29, 3, 84
"/home/lukachikvaidze/projects/sheuketee/src/routes/xelosani/modals/ModifyAbout.jsx", "JavaScript JSX", 0, 0, 0, 0, 53, 0, 0, 0, 3, 56
"/home/lukachikvaidze/projects/sheuketee/src/routes/xelosani/modals/ModifyAge.jsx", "JavaScript JSX", 0, 0, 0, 0, 239, 0, 0, 0, 15, 254
"/home/lukachikvaidze/projects/sheuketee/src/routes/xelosani/modals/ModifyLocationModal.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 348, 34, 382
"/home/lukachikvaidze/projects/sheuketee/src/routes/xelosani/modals/ModifyServiceFront.jsx", "JavaScript JSX", 0, 0, 0, 0, 653, 0, 0, 1, 26, 680
"/home/lukachikvaidze/projects/sheuketee/src/routes/xelosani/modals/ModifySkills.jsx", "JavaScript JSX", 0, 0, 0, 0, 330, 0, 0, 0, 10, 340
"/home/lukachikvaidze/projects/sheuketee/src/routes/xelosani/modals/ModifyWorkSchedule.jsx", "JavaScript JSX", 0, 0, 0, 0, 76, 0, 0, 0, 1, 77
"/home/lukachikvaidze/projects/sheuketee/src/routes/xelosani/services/(Services).jsx", "JavaScript JSX", 0, 0, 0, 0, 988, 0, 0, 13, 42, 1043
"/home/lukachikvaidze/projects/sheuketee/src/routes/xelosani/services/ImagePreview.jsx", "JavaScript JSX", 0, 0, 0, 0, 61, 0, 0, 0, 4, 65
"/home/lukachikvaidze/projects/sheuketee/src/routes/xelosani/services/ServiceSchedule.jsx", "JavaScript JSX", 0, 0, 0, 0, 99, 0, 0, 0, 2, 101
"/home/lukachikvaidze/projects/sheuketee/src/routes/xelosani/services/ServicesModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 95, 0, 0, 0, 2, 97
"/home/lukachikvaidze/projects/sheuketee/src/svg-images/Arrow Right.svg", "XML", 0, 0, 0, 0, 0, 3, 0, 0, 0, 3
"/home/lukachikvaidze/projects/sheuketee/src/svg-images/ChevronLeftBlack.svg", "XML", 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"/home/lukachikvaidze/projects/sheuketee/src/svg-images/ChevronRightBlack.svg", "XML", 0, 0, 0, 0, 0, 6, 0, 0, 0, 6
